<br><font color=teal>*Index(Jjking217) says: Lord Kazekage. - Fri Oct 30 23:08:48 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: What? - Fri Oct 30 23:13:55 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hey gramps did you but my order in? - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Index(Jjking217) says: You said earlier you were going to handle the situation regarding Saeza's death, Right? - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Yeah. - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Index(Jjking217) says: I know you hate this request, But I'd like to tell you what happened, But I'd rather do it away from the interjection of peers. - Fri Oct 30 23:15:37 2015
<br><br><font color=teal>*Index(Jjking217) says: I don't care if you tell them later. - Fri Oct 30 23:15:37 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: .... - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Kilm(Vysasi) says: I want to tag along, I was told of what happened personally. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Index(Jjking217) says: It isn't my place to ask, But I feel the need to. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Or rather,I would like to tag along. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Index(Jjking217) says: Kilm, If you weren't there, Your information isn't the the most reliable. If I was a cop, I wouldn't even interrogate you. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Index(Jjking217) says: I appreciate it though. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: No,I just want to hear more about it. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Not give information. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Because, I was told of what happened. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: By you know who. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Index(Jjking217) says: I'll tell you myself. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Alright. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Hi Index. - Fri Oct 30 23:18:11 2015
<br><br><font color=teal>*Index(Jjking217) says: Hey, Nina. - Fri Oct 30 23:19:02 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I've been getting better, you know. - Fri Oct 30 23:20:44 2015
<br><br><font color=teal>*Index(Jjking217) says: That's good. - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Index(Jjking217) says: Up for some catching up? - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Sure thing. - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Index(Jjking217) says: You hungry? - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Not really. - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Index(Jjking217) says: I would ask you to grab a drink, But you don't look hardly the drinking age. - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Index(Jjking217) says: But, I do plan on getting me something to eat, So even if you don't intend to, care to tag along so we can talk? - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Mhm, sure. - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: .... - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Would tag along but it seems private. Have fun you two. - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Index(Jjking217) says: Not neccessarily private. - Fri Oct 30 23:25:52 2015
<br><br><font color=teal>*Index(Jjking217) says: But one student to another. - Fri Oct 30 23:25:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: .. . Borin'. - Fri Oct 30 23:48:03 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Who penetrating Tets?? -omit- - Fri Oct 30 23:52:19 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: This line though. - Fri Oct 30 23:54:52 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Yeah, haha. - Fri Oct 30 23:55:44 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Hm, I might go back to bed. - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Hassen, any missions? - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Enjoy your day then Ai - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: I will..Just need to sleep a little, ya know? - Fri Oct 30 23:57:26 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: I understand - Fri Oct 30 23:58:17 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yo ! - Thu Nov  5 11:29:55 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Hi ? - Sat Nov  7 00:08:57 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Hi. - Sat Nov  7 00:10:40 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: So..... - Sat Nov  7 00:10:40 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: If it isn't the kazekage. - Sat Nov  7 00:11:31 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: H-Hello sir. - Sat Nov  7 00:12:22 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Heya, boss! - Sat Nov  7 00:12:22 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Didn't notice you there. - Sat Nov  7 00:12:22 2015
<br><br><font color=teal>*Aoi(ByeFelicia) thinks: Everyone is always hanging around the statue... - Sat Nov  7 00:13:13 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Yeah. - Sat Nov  7 00:14:04 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: I came out of the office for once. - Sat Nov  7 00:14:04 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Heh... - Sat Nov  7 00:14:04 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: There are a lot of promising young genin around. - Sat Nov  7 00:14:04 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: It makes me pleased to see that so many are picking up the ninja art. - Sat Nov  7 00:14:56 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Oh yea ! - Sat Nov  7 00:14:56 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I want a mission good good. - Sat Nov  7 00:14:56 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: But you all should know the rule by now. - Sat Nov  7 00:14:56 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Me and rules dont mix baka -omit- - Sat Nov  7 00:14:56 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Your headbands -must- be present on your person at all times. - Sat Nov  7 00:14:56 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Aoi, you should introduce yourself as well. It's rare the Lord is out. - Sat Nov  7 00:14:56 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: U-Uhm..I guess y-you're the k-kazekage..? - Sat Nov  7 00:15:47 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Yep. - Sat Nov  7 00:15:47 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: O-Oh uhm.. - Sat Nov  7 00:15:47 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: . . . . . - Sat Nov  7 00:15:47 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: M-My name is..M-Momura..and t-this is..H-Hanai.. - Sat Nov  7 00:15:47 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) looks at Momura " He wont bite you, just act cool "* - Sat Nov  7 00:15:47 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: I'm Shokutsu. I think we've met before though. - Sat Nov  7 00:16:38 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Momura and Hanai, huh? - Sat Nov  7 00:16:38 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Shokutsu. - Sat Nov  7 00:16:38 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: W-We're from..K-Kirigakure.. - Sat Nov  7 00:16:38 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Now . . I want another mission ! - Sat Nov  7 00:16:38 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Those are some tough names, if I screw em up, forgive m-..e.. - Sat Nov  7 00:16:38 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Zole isn't hard for ya, right ? - Sat Nov  7 00:16:38 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Nickname em gramps. - Sat Nov  7 00:17:29 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Not specifically. - Sat Nov  7 00:17:29 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: If it's easier, you can just call me Sho. - Sat Nov  7 00:17:29 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Right. - Sat Nov  7 00:17:29 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: kk sho sho -omit- - Sat Nov  7 00:17:29 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hey gramps can you do me a solid. - Sat Nov  7 00:18:20 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Hm? - Sat Nov  7 00:18:20 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: And order an archaive on Lightning. - Sat Nov  7 00:18:20 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Like find out how much it costs and Ill pay. - Sat Nov  7 00:18:20 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: My business is booming. - Sat Nov  7 00:18:20 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Can. I. Take. A. Mission? - Sat Nov  7 00:19:12 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) thinks: H-Hmm.. - Sat Nov  7 00:19:12 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) thinks: I-I miss M-Mizukage-Senpai.. - Sat Nov  7 00:19:12 2015
<br><br><font color=teal>*Aoi(ByeFelicia) thinks: That boy....is rather rude... - Sat Nov  7 00:19:12 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-So..uhm..K-Kazekage-san.. - Sat Nov  7 00:19:12 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Ohhh and gramps since there is like alot more genin can more suqads be made? - Sat Nov  7 00:19:12 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Yeah? - Sat Nov  7 00:19:12 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Squads ? - Sat Nov  7 00:20:03 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: I don't know...The squads got screwed up last time. - Sat Nov  7 00:20:03 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Ravenscrotom is still intact. - Sat Nov  7 00:20:03 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: But under specific circumstances there are still squads. - Sat Nov  7 00:20:03 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Exactly. - Sat Nov  7 00:20:03 2015
<br><br><font color=teal>*Ari, Hanai(KenichiMD) says: M-Mmmm....... - Sat Nov  7 00:20:03 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: So, say Trill how are you ? - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: U-Uhmm.. - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: I'm doing good. - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) whispers: H-H-Hanai..W-What should I s-say..? - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Thats good. - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Trying to get us a lightnign archive. - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Ravenscrotum has planted its seed deep within Sunagakure. - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Momura, you don't need to say anything. - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Hmmm.. - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: O-O-Oh..U-U-Uhm...D-Do you...h-have farms..here..? - Sat Nov  7 00:20:54 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Yeah. - Sat Nov  7 00:21:45 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: The bulk of our farms would be at the annexed country in Kumo. - Sat Nov  7 00:21:45 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-In kumogakure..? - Sat Nov  7 00:21:45 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: But, We do have small farms. - Sat Nov  7 00:21:45 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Yeah we own the land of lightning. - Sat Nov  7 00:21:45 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I see.. - Sat Nov  7 00:21:45 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Ohh gramps. - Sat Nov  7 00:22:36 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Hm? - Sat Nov  7 00:22:36 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Road trip. - Sat Nov  7 00:22:36 2015
